,id,name,place_type,address,transport,accesible_category,wheelchair_accesibility_level,movement_accesibility_level,eye_accesibility_level,ear_accesibility_level,mental_accesibility_level,link,lat,lon
121,116,Муниципальное казенное образовательное учреждение Панфиловская средняя школа Новоаннинского муниципального района Волгоградской области,школа,"Новоаннинский район, п. Панфилово, ул. Рабочая, д. 21",х,дети,1,1,2,2,1,https://zhit-vmeste.ru/map/,50.404333,42.881542
122,117,"Муниципальное бюджетное общеобразовательное учреждение ""Новониколаевская средняя школа № 1 им. А.Н. Левченко"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, р.п. Новониколаевский, ул. Народная, д. 20",х,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,50.96219439999999,42.3718408
123,118,"Муниципальное бюджетное общеобразовательное учреждение ""Новониколаевская средняя школа № 2"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, р.п. Новониколаевский, ул. Первомайская, д. 1",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.963111,42.347222
124,119,"Муниципальное бюджетное общеобразовательное учреждение ""Новониколаевская средняя школа № 3"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, р.п. Новониколаевский, ул. Первомайская, д. 55",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.9704783,42.3643814
125,120,"Муниципальное казенное общеобразовательное учреждение ""Дуплятская средняя школа им. В.А. Кумскова"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, х. Дуплятский, ул. Центральная, д. 59",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,51.10290370000001,42.3489582
126,121,"Муниципальное бюджетное общеобразовательное учреждение ""Куликовская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, х. Куликовский, ул. Пролетарская, д. 34",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.839264,42.550945
127,122,"Муниципальное казенное общеобразовательное учреждение ""Серпомолотская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, п. Серп и молот, ул. Восточная, д. 9",х,дети ,1,0,0,0,0,https://zhit-vmeste.ru/map/,50.8475709,42.4924526
128,123,"Муниципальное казенное общеобразовательное учреждение ""Верхнекардаильская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, х. Верхнекардаильск, ул. Школьная, д. 23",х,дети ,0,0,0,0,0,https://zhit-vmeste.ru/map/,51.088334,42.665791
129,124,"Муниципальное казенное общеобразовательное учреждение ""Мирная средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, п. Мирный, ул. Школьная, д. 17",х,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,50.97625499999999,42.6388296
130,125,"Муниципальное казенное общеобразовательное учреждение ""Хоперская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, п. Хоперский, ул. Советская, д. 20",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,51.0130194,42.79110970000001
131,126,"Муниципальное казенное общеобразовательное учреждение ""Красноармейская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, п. Красноармейский, ул. Школьная, д. 7",х,дети ,0,0,0,0,0,https://zhit-vmeste.ru/map/,47.00641599999999,42.210415
132,127,"Муниципальное казенное общеобразовательное учреждение ""Комсомольская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район, п. Комсомольский, ул. Школьная, д. 1 а",х,дети ,0,0,0,0,0,https://zhit-vmeste.ru/map/,50.97625499999999,42.6388296
133,128,"Муниципальное казенное общеобразовательное учреждение ""Двойновская средняя школа"" Новониколаевского муниципального района Волгоградской области",школа,"Новониколаевский район,  х.Двойновский, пер. Школьный, д. 5",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,51.04498599999999,42.4660282
134,129,"Муниципальное бюджетное общеобразовательное учреждение ""Октябрьская средняя школа № 1"" Октябрьского муниципального района Волгоградской области",школа,"Октябрьский район,  р.п. Октябрьский, ул. им. Ю.Н. Небыкова, д. 2",х,дети,2,2,2,0,2,https://zhit-vmeste.ru/map/,47.9699296,43.64150129999999
135,130,"Муниципальное бюджетное общеобразовательное учреждение ""Октябрьская средняя школа № 2"" Октябрьского муниципального района Волгоградской области",школа,"Октябрьский район,  р.п. Октябрьский, ул. Ленина, д. 1",х,дети,1,2,1,2,2,https://zhit-vmeste.ru/map/,47.97122359999999,43.6443767
136,131,"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 2"" г. Палласовки Волгоградской области",школа,"Палласовский район, г. Палласовка, ул. Пугачева, д. 29",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.0498902,46.8908453
137,132,"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 11"" г. Палласовки Волгоградской области",школа,"Палласовский район, г. Палласовка, ул. Мира, д. 9",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.0411558,46.8926429
138,133,"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 17"" г. Палласовки Волгоградской области",школа,"Палласовский район, г. Палласовка, ул. Коммунистическая, д. 10",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.0516977,46.8817207
139,134,"Муниципальное казенное общеобразовательное учреждение ""Краснооктябрьская средняя школа имени В.Н. Фомина"" Палласовского муниципального района Волгоградской области",школа,"Палласовский район, п. Красный Октябрь, ул. Школьная, д. 1 а",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,49.9852145,46.5389849
140,135,"Муниципальное казенное общеобразовательное учреждение ""Савинская средняя школа"" Палласовского муниципального район Волгоградской области",школа,"Палласовский район, с. Савинка, ул. Иванчука, д. 65",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.0785274,47.1030771
141,136,"Муниципальное казенное общеобразовательное учреждение ""Щелканская средняя общеобразовательная школа ""Руднянского муниципального района",школа,"Руднянский район, р.п. Рудня, ул. Строителей, д. 2 а",х,дети,1,1,2,2,2,https://zhit-vmeste.ru/map/,50.8198677,44.5559351
142,137,"Муниципальное казенное общеобразовательное учреждение ""Лемешкинская средняя общеобразовательная школа"" Руднянского муниципального района",школа,"Руднянский район, с. Лемешкино, ул. Кирова, д. 99",х,дети ,1,1,2,2,2,https://zhit-vmeste.ru/map/,51.0060288,44.4730142
143,138,"Муниципальное казенное общеобразовательное учреждение ""Руднянская средняя общеобразовательная школа им. А.С. Пушкина"" Руднянского муниципального района",школа,"Руднянский район, р.п. Рудня, ул. Советская, д. 7",х,дети ,1,2,2,2,2,https://zhit-vmeste.ru/map/,50.79225,44.5597339
144,139,"Муниципальное казенное общеобразовательное учреждение ""Матышевская средняя общеобразовательная школа"" Руднянского муниципального района",школа,"Руднянский район, с. Матышево, ул. Московская, д. 58",х,дети ,1,2,1,1,0,https://zhit-vmeste.ru/map/,50.8253066,44.1979621
145,140,"Муниципальное казенное общеобразовательное учреждение ""Ильменская средняя общеобразовательная школа"" Руднянского муниципального района",школа,"Руднянский район, с. Ильмень, ул. Мира, д. 4",х,дети,1,1,2,2,2,https://zhit-vmeste.ru/map/,50.8383467,44.3982784
146,141,"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 1"" г. Серафимович Волгоградской области ",школа,"Серафимовичский район, г. Серафимович, ул. Пролетарская, д. 7",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,49.5845332,42.734634
147,142,"Муниципальное казенное общеобразовательное учреждение ""Зимняцкая средняя общеобразовательная школа"" Серафимовичского района Волгоградской области",школа,"Серафимовичский район, х. Зимняцкий, ул. Кирова, д. 37",х,дети,2,0,0,0,0,https://zhit-vmeste.ru/map/,49.7153793,42.8747347
148,143,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 2"" г. Краснослободска",школа,"Среднеахтубинский район, г. Краснослободск, ул. Космонавтов, д. 16",х,дети,0,0,0,0,2,https://zhit-vmeste.ru/map/,48.7068441,44.5748246
149,144,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 1"" р.п. Средняя Ахтуба",школа,"Среднеахтубинский район, р.п. Средняя Ахтуба, микрорайон 1",х,дети,2,1,2,1,1,https://zhit-vmeste.ru/map/,48.7193076,44.8573885
150,145,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 3 имени М. Горького"" р.п. Средняя Ахтуба",школа,"Среднеахтубинский район, р.п. Средняя Ахтуба, ул. Садовая, д. 22",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7002209,44.865612
151,146,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа № 4"" г. Краснослободска",школа,"Среднеахтубинский район, г. Краснослободск, ул. Ленина, д. 164",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7051702,44.5943025
152,147,"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная школа"" х. Клетский",школа,"Среднеахтубинский район, х. Клетский, ул. Школьная, д. 3",х,дети,2,1,2,1,1,https://zhit-vmeste.ru/map/,48.59889399999999,44.6973328
153,148,"Муниципальное казенное общеобразовательное учреждение ""Иловатская средняя школа"" ",школа,"Старополтавский район, с. Иловатка, ул. Школьная, д. 33",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.5127817,45.8821979
154,149,"Муниципальное казенное общеобразовательное учреждение ""Гмелинская средняя школа им. В.П. Агаркова"" ",школа,"Старополтавский район, с. Гмелинка, ул. Новостройка, д. 35",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.382307,46.900883
155,150,"Муниципальное казенное общеобразовательное учреждение ""Старополтавская средняя школа""",школа,"Старополтавский район, с. Старая Полтавка, ул. Победы, д. 90 а",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.4819977,46.4813567
156,151,"Муниципальное казенное общеобразовательное учреждение ""Харьковская средняя школа""",школа,"Старополтавский район, с. Харьковка, ул. Школьная, д. 1",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.4221359,46.8134114
157,152,"Муниципальное казенное общеобразовательное учреждение ""Новополтавская средняя школа имени А.Г. Кораблева"" ",школа,"Старополтавский район, с. Новая Полтавка, ул. 40 лет Победы, д. 1 а",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.4298009,46.3901238
158,153,"Муниципальное автономное общеобразовательное учреждение ""Гимназия"" городского округа город Урюпинск Волгоградской области ",гимназия,"Урюпинский район, г. Урюпинск, ул. Чапаева, д. 16",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.7913368,42.0000441
159,154,"Муниципальное автономное общеобразовательное учреждение ""Средняя школа № 7"" городского округа город Урюпинск Волгоградской области",школа,"Урюпинский район, г. Урюпинск, ул. Мичурина, д. 42",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,50.7896343,42.0241325
160,155,"Муниципальное бюджетное общеобразовательное учреждение ""Петровская средняя школа Урюпинского муниципального района Волгоградской области""",школа,"Урюпинский район, х. Петровский, ул. Ленина, д. 54 а",х,дети,1,1,2,2,0,https://zhit-vmeste.ru/map/,50.753252,41.9780065
161,156,"Муниципальное казенное общеобразовательное учреждение ""Средняя школа № 3"" им. А.С. Макаренко городского округа город Фролово",школа,"Фроловский район, г. Фролово, ул. Рабочая, д. 62",х,дети,1,0,2,2,2,https://zhit-vmeste.ru/map/,49.7677199,43.6751419
162,157,"Муниципальное казенное общеобразовательное учреждение ""Основная школа № 4 имени Ю.А. Гагарина"" городского округа город Фролово",школа,"Фроловский район, г. Фролово, ул. Гагарина, д. 23",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.7743307,43.6574684
163,158,"Муниципальное общеобразовательное учреждение ""Зеленовская средняя школа"" Фроловского муниципального района Волгоградской области",школа,"Фроловский район, п. Пригородный, ул. Подгорная, д. 300",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.8544413,43.7465784
164,159,"""Лычакская средняя школа"" филиал муниципального общеобразовательного учреждения ""Зеленовская средняя школа"" Фроловского муниципального района Волгоградской области",школа,"Фроловский район, п. Лычак, д. 353",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.8453512,43.7892529
165,160,"""Шуруповская основная школа"" филиал муниципального общеобразовательного учреждения ""Зеленовская средняя школа"" Фроловского муниципального района Волгоградской области",школа,"Фроловский район, х. Шуруповский, ул. Седова, д. 11 б",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,49.7317887,43.7048843
166,161,"Муниципальное казенное общеобразовательное учреждение ""Чернышковская средняя школа № 2"" Чернышковского муниципального района Волгоградской области",школа,"Чернышковский район, р.п. Чернышковский, ул. им. 2-ой Гвардейской Армии, д. 16",х,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,48.42726560000001,42.2178657
167,162,"Муниципальное общеобразовательное учреждение ""Гимназия № 4 Ворошиловского района Волгограда""",гимназия,"г. Волгоград, ул. Иркутская, д. 1",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.687546,44.48991909999999
168,163,"Муниципальное общеобразовательное учреждение ""Гимназия № 5 Ворошиловского района Волгограда""",гимназия,"г. Волгоград, ул. Пугачевская, д. 8",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.696564,44.5067593
169,164,"Муниципальное общеобразовательное учреждение ""Гимназия № 17 Ворошиловского района Волгограда""",гимназия,"г. Волгоград, ул. Ростовская, д. 4",х,дети,2,1,2,1,1,https://zhit-vmeste.ru/map/,48.7048175,44.4899087
170,165,"Муниципальное общеобразовательное учреждение ""Лицей № 6 Ворошиловского района Волгограда""",лицей,"г. Волгоград, ул. Социалистическая, д. 23",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6975834,44.49217609999999
171,166,"Муниципальное общеобразовательное учреждение ""Лицей № 11 Ворошиловского района Волгограда""",лицей,"г. Волгоград, ул. Елецкая, д. 9 б",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,48.7000478,44.4814743
172,167,"Муниципальное общеобразовательное учреждение ""Начальная школа, реализующая адаптированные образовательные программы для детей с нарушением зрения, № 2 Ворошиловского района Волгограда""",школа,"г. Волгоград, ул. Ростовская, д. 2 а",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.70419500000001,44.4907012
173,168,"Муниципальное общеобразовательное учреждение ""Средняя школа № 11 Ворошиловского района Волгограда"" ",школа,"г. Волгоград, ул. Комитетская, д. 58",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.68919589999999,44.4703477
174,169,"Муниципальное общеобразовательное учреждение ""Средняя школа № 48 Ворошиловского района Волгограда""",школа,"г. Волгоград, ул. Ростовская, д. 15 а",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.7039,44.488354
175,170,"Муниципальное общеобразовательное учреждение ""Средняя школа № 123 Ворошиловского района Волгограда""",школа,"г. Волгоград, ул. Кузнецкая, д. 28",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.76255260000001,44.5559033
176,171,"Муниципальное общеобразовательное учреждение ""Средняя школа № 130 Ворошиловского района Волгограда""",школа,"г. Волгоград, ул. Рабоче-Крестьянская, д. 38",х,дети,2,2,2,2,1,https://zhit-vmeste.ru/map/,48.692008,44.490674
177,172,"Муниципальное общеобразовательное учреждение ""Лицей № 7 Дзержинского района Волгограда""",лицей,"г. Волгоград, ул. 51-й Гвардейской, д. 59",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7663589,44.5276803
178,173,"Муниципальное общеобразовательное учреждение ""Лицей № 8 ""Олимпия"" Дзержинского района Волгограда""",лицей,"г. Волгоград, ул. им. 8-й Воздушной Армии, д. 27",х,дети,0,1,2,0,1,https://zhit-vmeste.ru/map/,48.7547592,44.4986189
179,174,"Муниципальное общеобразовательное учреждение ""Лицей № 9 Дзержинского района Волгограда""",лицей,"г. Волгоград, ул. им. 8-й Воздушной Армии, д. 26 а",х,дети,1,1,1,1,2,https://zhit-vmeste.ru/map/,48.751273,44.510132
180,175,"Муниципальное общеобразовательное учреждение ""Средняя школа с углубленным изучением отдельных предметов № 33 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. им. Константина Симонова, д. 29",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.756065,44.50830819999999
181,176,"Муниципальное общеобразовательное учреждение ""Средняя школа № 40 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. 51-й Гвардейской, д. 48",х,дети,0,0,1,1,0,https://zhit-vmeste.ru/map/,48.7663589,44.5276803
182,177,"Муниципальное общеобразовательное учреждение ""Средняя школа № 82 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. Ангарская, д. 49",х,дети,1,1,1,0,2,https://zhit-vmeste.ru/map/,48.7188235,44.4774934
183,178,"Муниципальное общеобразовательное учреждение ""Средняя школа № 89 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. Республиканская, д. 5",х,дети,1,1,0,0,2,https://zhit-vmeste.ru/map/,48.770473,44.4807919
184,179,"Муниципальное общеобразовательное учреждение ""Средняя школа № 96 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. Рионская, д. 14",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.73781289999999,44.4886429
185,180,"Муниципальное общеобразовательное учреждение ""Средняя школа № 102 Дзержинского района Волгограда""",школа,"г. Волгоград, б-р 30-летия Победы, д. 66 а",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7503354,44.5008634
186,181,"Муниципальное общеобразовательное учреждение ""Средняя школа № 128 Дзержинского района Волгограда""",школа,"г. Волгоград, ул. им. Гейне, д. 7",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,48.76038680000001,44.481819
187,182,"Муниципальное общеобразовательное учреждение ""Гимназия № 9 Кировского района Волгограда""",гимназия,"г. Волгоград, ул. им. Писемского, д. 38",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.5813308,44.4341747
188,183,"Муниципальное общеобразовательное учреждение ""Гимназия № 10 Кировского района Волгограда""",гимназия,"г. Волгоград, ул. 64 Армии, д. 63",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.6018159,44.4200812
189,184,"Муниципальное общеобразовательное учреждение ""Лицей № 10 Кировского района Волгограда""",лицей,"г. Волгоград, ул. им. Кирова, д. 141",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.6153756,44.429824
190,185,"Муниципальное общеобразовательное учреждение ""Средняя школа № 24 имени Героя Советского Союза А.В. Федотова Кировского района Волгограда""",школа,"г. Волгоград, ул. им. Кирова, д. 94 б",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.594822,44.424428
191,186,"Муниципальное общеобразовательное учреждение ""Средняя школа № 56 Кировского района Волгограда""",школа,"г. Волгоград, ул. им. Кирова, д. 128 б",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.6154339,44.4277926
192,187,"Муниципальное общеобразовательное учреждение ""Основная школа № 59 имени полного кавалера ордена Славы Н.П. Красюкова Кировского района Волгограда"" ",школа,"г. Волгоград, пос. Веселая Балка, д. 62 а",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.5519426,44.4434332
193,188,"Муниципальное общеобразовательное учреждение ""Средняя школа № 77 Кировского района Волгограда"" ",школа,"г. Волгоград, ул. им. гвардии майора Маресьева, д. 4",х,дети,2,2,1,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
194,189,"Муниципальное общеобразовательное учреждение ""Средняя школа № 100 Кировского района Волгограда""",школа,"г. Волгоград, ул. Турбинная, д. 182",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.6151462,44.4184844
195,190,"Муниципальное общеобразовательное учреждение ""Средняя школа № 112 Кировского района Волгограда""",школа,"г. Волгоград, ул. Алычевая, д. 1 а",х,дети,2,2,1,0,1,https://zhit-vmeste.ru/map/,48.5823945,44.4174138
196,191,"Муниципальное общеобразовательное учреждение ""Гимназия № 6 Красноармейского района Волгограда""",гимназия,"г. Волгоград, ул. Изобильная, д. 16",х,дети,1,2,2,2,2,https://zhit-vmeste.ru/map/,48.5094277,44.5491489
197,192,"Муниципальное общеобразовательное учреждение ""Гимназия № 8 Красноармейского района Волгограда""",гимназия,"г. Волгоград, ул. Удмуртская, д. 18",х,дети,1,1,2,2,2,https://zhit-vmeste.ru/map/,48.517289,44.568437
198,193,"Муниципальное общеобразовательное учреждение ""Лицей № 1 Красноармейского района Волгограда""",лицей,"г. Волгоград, ул. Брестская, д. 15",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.5095287,44.5662168
199,194,"Муниципальное общеобразовательное учреждение ""Лицей № 4 Красноармейского района Волгограда""",лицей,"г. Волгоград, ул. 50 лет Октября, д. 23",х,дети,0,0,2,2,2,https://zhit-vmeste.ru/map/,48.5230517,44.5576236
200,195,"Муниципальное общеобразовательное учреждение ""Средняя школа № 31 Красноармейского района Волгограда""",школа,"г. Волгоград, ул. им. Фадеева, д. 1",х,дети,2,0,0,2,2,https://zhit-vmeste.ru/map/,48.708048,44.5133034
201,196,"Муниципальное общеобразовательное учреждение ""Средняя школа с углубленным изучением отдельных предметов № 38 Красноармейского района Волгограда""",школа,"г. Волгоград, пр. им. Столетова, 50 а",х,дети,1,1,2,2,2,https://zhit-vmeste.ru/map/,48.5071479,44.5673337
202,197,"Муниципальное общеобразовательное учреждение ""Средняя школа № 75 Красноармейского района Волгограда""",школа,"г. Волгоград, ул. Пролетарская, д. 9",х,дети,1,0,2,2,2,https://zhit-vmeste.ru/map/,48.5195918,44.5408061
203,198,"Муниципальное общеобразовательное учреждение ""Средняя школа № 117 Красноармейского района Волгограда""",школа,"г. Волгоград, ул. 2-я Штурманская, д. 22",х,дети,1,0,2,0,0,https://zhit-vmeste.ru/map/,48.523289,44.599773
204,199,"Муниципальное общеобразовательное учреждение ""Средняя школа № 134 ""Дарование"" Красноармейского района Волгограда""",школа,"г. Волгоград, ул. им. Вучетича, д. 17",х,дети,1,0,2,0,2,https://zhit-vmeste.ru/map/,48.708048,44.5133034
205,200,"Муниципальное общеобразовательное учреждение ""Гимназия № 12 Краснооктябрьского района Волгограда""",гимназия,"г. Волгоград, ул. им. маршала Еременко, 116 а",х,дети,1,0,1,0,2,https://zhit-vmeste.ru/map/,48.7787917,44.5614684
206,201,"Муниципальное общеобразовательное учреждение ""Гимназия № 14 Краснооктябрьского района Волгограда""",гимназия,"г. Волгоград, пр. им. В.И. Ленина, д. 121",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7758651,44.5698647
207,202,"Муниципальное общеобразовательное учреждение ""Лицей № 2 Краснооктябрьского района Волгограда""",лицей,"г. Волгоград, ул. Богунская, д. 18",х,дети,1,1,1,2,2,https://zhit-vmeste.ru/map/,48.7728158,44.5531505
208,203,"Муниципальное общеобразовательное учреждение ""Школа-интернат Краснооктябрьского района Волгограда""",школа-интернат,"г. Волгоград, ул. им. маршала Еременко, д. 57",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.7905786,44.5760774
209,204,"Муниципальное общеобразовательное учреждение ""Средняя школа № 5 Краснооктябрьского района Волгограда""",школа,"г. Волгоград, ул. им. Репина, д. 19",х,дети,0,0,0,0,2,https://zhit-vmeste.ru/map/,48.7639339,44.5447482
210,205,"Муниципальное общеобразовательное учреждение ""Средняя школа № 16 Краснооктябрьского района Волгограда""",школа,"г. Волгоград, пр. им. В.И. Ленина, д. 133",х,дети,0,1,1,1,0,https://zhit-vmeste.ru/map/,48.779249,44.5748526
211,206,"Муниципальное общеобразовательное учреждение ""Средняя школа № 35 Краснооктябрьского района Волгограда""",школа,"г. Волгоград, ул. Таращанцев, д. 11",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.769579,44.5557765
212,207,"Муниципальное общеобразовательное учреждение ""Средняя школа № 92 Краснооктябрьского района Волгограда""",школа,"г. Волгоград, ул. им. Вершинина, д. 5 а",х,дети,1,1,2,1,1,https://zhit-vmeste.ru/map/,48.708048,44.5133034
213,208,"Муниципальное общеобразовательное учреждение ""Средняя школа № 95 Краснооктябрьского района Волгограда""",школа,"г. Волгоград, пр. им. В.И. Ленина, д. 151 а",х,дети,1,0,1,0,0,https://zhit-vmeste.ru/map/,48.785056,44.5827874
214,209,"Муниципальное общеобразовательное учреждение ""Гимназия № 15 Советского района Волгограда""",гимназия,"г. Волгоград, ул. им. академика Королева, д. 1 а",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6486663,44.43941359999999
215,210,"Муниципальное общеобразовательное учреждение ""Средняя школа № 15 Советского района Волгограда""",школа,"г. Волгоград, пос. Горьковский, ул. Волгоградская, д. 156",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.687955,44.3235344
216,211,"Муниципальное общеобразовательное учреждение ""Средняя школа № 55 ""Долина знаний"" Советского района Волгограда""",школа,"г. Волгоград, ул. им. полковника Добрушина, д. 1",х,дети,1,2,2,2,2,https://zhit-vmeste.ru/map/,48.658634,44.4094365
217,212,"Муниципальное общеобразовательное учреждение ""Средняя школа № 93 Советского района Волгограда""",школа,"г. Волгоград, ул. им. Тулака, д. 1",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.6739724,44.467185
218,213,"Муниципальное общеобразовательное учреждение ""Средняя школа с углубленным изучением отдельных предметов № 106 Советского района Волгограда""",школа,"г. Волгоград, ул. Тормосиновская, д. 23",х,дети,0,2,2,2,2,https://zhit-vmeste.ru/map/,48.6656104,44.4334279
219,214,"Муниципальное общеобразовательное учреждение ""Средняя школа № 111 Советского района Волгограда""",школа,"г. Волгоград, ул. им. Чебышева, д. 38",х,дети,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.6724656,44.4495186
220,215,"Муниципальное общеобразовательное учреждение ""Средняя школа № 129 Советского района Волгограда"" ",школа,"г. Волгоград, ул. Даугавская, д. 5 а (корпус 1)",х,дети,0,0,1,0,0,https://zhit-vmeste.ru/map/,48.656064,44.441384
221,216,"Муниципальное общеобразовательное учреждение ""Средняя школа № 129 Советского района Волгограда"" ",школа,"г. Волгоград, пос. Горный, ул. им. Сёмушкина, д. 2 (корпус 2)",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.5813232,44.2083833
222,217,"Муниципальное общеобразовательное учреждение ""Средняя школа № 46 имени гвардии генерал-майора В.А. Глазкова Советского района Волгограда""",школа,"г. Волгоград, пос. Верхняя Ельшанка, ул. А. Навои, д. 2",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.6883849,44.413713
223,218,"Муниципальное общеобразовательное учреждение ""Гимназия № 13 Тракторозаводского района Волгограда""",гимназия,"г. Волгоград, ул. им. Быкова, д. 1",х,дети,0,1,0,2,0,https://zhit-vmeste.ru/map/,48.708048,44.5133034
224,219,"Муниципальное общеобразовательное учреждение ""Начальная школа, реализующая адаптированные образовательные программы для детей с нарушением зрения, № 1 Тракторозаводского района Волгограда""",школа,"г. Волгоград, ул. Николая Отрады, д. 38",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.820968,44.638512
225,220,"Муниципальное общеобразовательное учреждение ""Средняя школа № 3 Тракторозаводского района Волгограда""",школа,"г. Волгоград, пр. им. В.И. Ленина, 197 б",х,дети,1,1,0,0,0,https://zhit-vmeste.ru/map/,48.7935066,44.5971985
226,221,"Муниципальное общеобразовательное учреждение ""Средняя школа № 18 Тракторозаводского района Волгограда""",школа,"г. Волгоград, ул. им. академика Богомольца, д. 18",х,дети,1,1,1,1,0,https://zhit-vmeste.ru/map/,48.8243453,44.6321233
