,id,name,place_type,address,transport,accesible_category,wheelchair_accesibility_level,movement_accesibility_level,eye_accesibility_level,ear_accesibility_level,mental_accesibility_level,link,lat,lon
405,53,"ГУЗ ""Городская клиническая больница скорой медицинской помощи № 25""",больница,"г.Волгоград, ул. Землячки, 74",х,все возрастные категории,0,0,0,0,0,https://zhit-vmeste.ru/map/,48.7619362,44.5109449
406,54,"ГУЗ ""Клиническая больница скорой медицинской помощи № 15"" ",поликлиника,"г. Волгоград, ул. Андижанская, д. 1, лит. Б",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.5110156,44.55478129999999
407,55,"ГУЗ ""Клиническая больница скорой медицинской помощи № 15"" ",больница,"г. Волгоград, ул. Андижанская, д. 1, лит. А",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.5110156,44.55478129999999
408,56,"ГУЗ ""Поликлиника № 2"" ",поликлиника,"г.Волгоград, пр.Металлургов, 8 ",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,48.767542,44.5570938
409,57,"ГУЗ ""Поликлиника № 4""",поликлиника,"г.Волгоград, ул. Елецкая, 9 ",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7014554,44.4836994
410,58,"ГУЗ ""Поликлиника № 2"" ",поликлиника,"г.Волгоград, пр.Ленина 145 ",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,48.7820375,44.5798686
411,59,"ГУЗ ""Поликлиника № 5"" ",поликлиника,"Волгоград, ул. Воронкова, 3 ",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,48.5773079,44.4310243
412,60,"ГУЗ ""Клиническая поликлиника № 28""",поликлиника,"г.Волгоград, ул.им. К.Симонова, 21",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,48.7530963,44.4991913
413,61,"ГБУЗ ""Волгоградский областной клинический противотуберкулезный диспансер""",больница,"г. Волгоград, ул. Ополченская, 40а",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.79577099999999,44.586403
414,62,"ГБУЗ ""Городская больница №2"", Волжский",поликлиника,"г. Волжский, ул. Мира, 41",х,"взрослые трудоспособного возраста, пожилые",0,0,0,0,0,https://zhit-vmeste.ru/map/,48.7763755,44.79992190000001
415,63,"ГБУЗ ""ЦРБ Клетского муниципального района"" ",поликлиника,"Волгоградская область, ст. Клетская ул. Пролетарская, 21",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,49.3069277,43.0542141
416,64,"ГБУЗ ""Котельниковская ЦРБ""",больница,"г. Котельниково, Гагарина, 48 (стационар)  1985",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,47.6337519,43.1584041
417,65,"ГБУЗ ""Котельниковская ЦРБ""",поликлиника,"г. Котельниково, ул. Советская, 2 (Поликлиника) 1936",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,47.6320996,43.1459471
418,66,"ГБУЗ ""Котельниковская ЦРБ""",поликлиника,"г. Котельниково, ул. Ленина, 14 (Поликлиника) ",х,все возрастные категории,1,1,1,1,1,https://zhit-vmeste.ru/map/,47.6295465,43.1470767
419,67,"ГБУЗ ""Котельниковская ЦРБ""",поликлиника,"г. Котельниково, ул. Ленина, 29 (Детская поликлиника) 1981",х,дети,1,1,1,1,1,https://zhit-vmeste.ru/map/,47.631805,43.14555
420,68,"ГБУЗ ""Новониколаевская ЦРБ""",поликлиника,"Волгоградская область, р.п.Новониколаевский ул. Октябрьская, 57 ",х,"взрослые трудоспособного возраста, пожилые",1,1,1,1,1,https://zhit-vmeste.ru/map/,50.96849659999999,42.3612746
421,69,"ГБУЗ ""Среднеахтубинская ЦРБ""",больница,"Волгоградская область, р.п. Средняя Ахтуба ул. Больничная, 2 (Педиатрическое отделение)",х,дети,1,1,1,2,1,https://zhit-vmeste.ru/map/,48.7110894,44.8703039
422,70,"ГБУЗ ""Старополтавская ЦРБ""",больница,"Волгоградская область, Старополтавский р-н с.Старая Полтавка ул. Ерусланская, 148 (Инфекционное отделение)",х,дети,2,2,2,2,2,https://zhit-vmeste.ru/map/,50.4819977,46.4813567
423,71,"ГБУЗ ""Фроловская ЦРБ""",поликлиника," г. Фролово ул. 40 лет Октября, 7",х,"взрослые трудоспособного возраста, пожилые",2,2,2,2,2,https://zhit-vmeste.ru/map/,49.7549539,43.66323
424,72,"ГБУЗ ""Волгоградский областной клинический противотуберкулезный диспансер""",поликлиника,"г. Волгоград, ул. Аджарская, 9 ",х,все возрастные категории,2,2,2,2,2,https://zhit-vmeste.ru/map/,48.674038,44.4756712
425,73,"ГБУЗ ""Волгоградский областной клинический противотуберкулезный диспансер""",больница,"г. Волжский, ул. Набережная, 55",х,"взрослые трудоспособного возраста, пожилые",1,1,1,2,1,https://zhit-vmeste.ru/map/,48.8176494,44.7707294
426,74,"ГБУЗ ""Урюпинская  ЦРБ""",больница,"г. Урюпинск, ул. Весенняя, 2 (главный корпус)",х,все возрастные категории,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.8125763,42.0227101
427,75,"ГБУЗ ""Урюпинская  ЦРБ""",поликлиника,"г. Урюпинск, ул. Фридек Мистек, 2 (поликлиника для взрослых)",х,"взрослые трудоспособного возраста, пожилые",0,0,0,1,0,https://zhit-vmeste.ru/map/,50.7974183,42.0056002
428,76,"ГБУЗ ""Урюпинская  ЦРБ""",поликлиника,"г. Урюпинск, ул. Доценко, 4 (детская поликлиника)",х,дети,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.7956204,42.0062826
429,77,"ГБУЗ ""Урюпинская  ЦРБ""",поликлиника,"г. Урюпинск, ул. Штеменко, 47 (стоматологическое отделение)",х,"взрослые трудоспособного возраста, пожилые",0,0,0,1,0,https://zhit-vmeste.ru/map/,50.81332519999999,42.0157538
430,78,"ГБУЗ ""Урюпинская  ЦРБ""",больница,"г. Урюпинск, ул. Лизы Чайкиной, 11 (противотуберкулезное отделение)",х,"взрослые трудоспособного возраста, пожилые",0,0,0,1,0,https://zhit-vmeste.ru/map/,50.7986462,42.003923
431,79,"ГБУЗ ""Урюпинская  ЦРБ""",поликлиника,"г. Урюпинск, ул. Чапаева, 10 (женская консультация)",х,все возрастные категории,0,0,0,1,0,https://zhit-vmeste.ru/map/,50.7943765,42.0007105
432,80,"ГБУЗ ""Урюпинская  ЦРБ""",поликлиника,"г. Урюпинск, пер. Дзержинского,9 (кожно-венерологическое отделение)",х,все возрастные категории,1,0,0,1,0,https://zhit-vmeste.ru/map/,50.7951839,42.0018809
